workerid,trial_type,justification,number,item,slide_number,context,response,language,enjoyment,gender,age,comments,assess,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
1,one_slider_practice,The third dog did not because he was too small.,NA,NA,NA,NA,0,English,1,Male,37,,Yes,Half right / half wrong statements,3,Windows,1080,1920,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3EFE17QCRD1ZLDOFKPSBQVU0TJESHX,1,Submitted,Wed Jan 31 03:25:02 PST 2018,Tue Jan 30 10:37:06 PST 2018,Tue Jan 30 10:45:02 PST 2018,,,,,,[],"""twowithout""",undefined,7.586016666666667
1,one_slider,The two small frogs didn&quotechart jump.,four,frog,6,with,1,English,1,Male,37,,Yes,Half right / half wrong statements,3,Windows,1080,1920,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3EFE17QCRD1ZLDOFKPSBQVU0TJESHX,1,Submitted,Wed Jan 31 03:25:02 PST 2018,Tue Jan 30 10:37:06 PST 2018,Tue Jan 30 10:45:02 PST 2018,,,,,,[],"""twowithout""",undefined,7.586016666666667
1,one_slider,Only two hippos were shown drinking milk.,four,control1,7,with,0,English,1,Male,37,,Yes,Half right / half wrong statements,3,Windows,1080,1920,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3EFE17QCRD1ZLDOFKPSBQVU0TJESHX,1,Submitted,Wed Jan 31 03:25:02 PST 2018,Tue Jan 30 10:37:06 PST 2018,Tue Jan 30 10:45:02 PST 2018,,,,,,[],"""twowithout""",undefined,7.586016666666667
1,one_slider,2 butterflies stayed in the forest,four,butterflies,8,with,1,English,1,Male,37,,Yes,Half right / half wrong statements,3,Windows,1080,1920,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3EFE17QCRD1ZLDOFKPSBQVU0TJESHX,1,Submitted,Wed Jan 31 03:25:02 PST 2018,Tue Jan 30 10:37:06 PST 2018,Tue Jan 30 10:45:02 PST 2018,,,,,,[],"""twowithout""",undefined,7.586016666666667
1,one_slider,"one dog did, one dog did not",four,control2,9,with,1,English,1,Male,37,,Yes,Half right / half wrong statements,3,Windows,1080,1920,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3EFE17QCRD1ZLDOFKPSBQVU0TJESHX,1,Submitted,Wed Jan 31 03:25:02 PST 2018,Tue Jan 30 10:37:06 PST 2018,Tue Jan 30 10:45:02 PST 2018,,,,,,[],"""twowithout""",undefined,7.586016666666667
1,one_slider,one of the lions did buy a cookie but two lions did not,two,lions,10,with,0.75,English,1,Male,37,,Yes,Half right / half wrong statements,3,Windows,1080,1920,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3EFE17QCRD1ZLDOFKPSBQVU0TJESHX,1,Submitted,Wed Jan 31 03:25:02 PST 2018,Tue Jan 30 10:37:06 PST 2018,Tue Jan 30 10:45:02 PST 2018,,,,,,[],"""twowithout""",undefined,7.586016666666667
1,one_slider,only 2 climbed on the book,four,control3,11,without,0,English,1,Male,37,,Yes,Half right / half wrong statements,3,Windows,1080,1920,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3EFE17QCRD1ZLDOFKPSBQVU0TJESHX,1,Submitted,Wed Jan 31 03:25:02 PST 2018,Tue Jan 30 10:37:06 PST 2018,Tue Jan 30 10:45:02 PST 2018,,,,,,[],"""twowithout""",undefined,7.586016666666667
1,one_slider,one of them did so its misleading,two,dinosaurs,12,without,0.79,English,1,Male,37,,Yes,Half right / half wrong statements,3,Windows,1080,1920,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3EFE17QCRD1ZLDOFKPSBQVU0TJESHX,1,Submitted,Wed Jan 31 03:25:02 PST 2018,Tue Jan 30 10:37:06 PST 2018,Tue Jan 30 10:45:02 PST 2018,,,,,,[],"""twowithout""",undefined,7.586016666666667
2,one_slider_practice,He bought the yellow car and the silver car,NA,NA,NA,NA,1,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
2,one_slider_practice,The third dog did not jump on the table,NA,NA,NA,NA,0,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
2,one_slider,Two frogs jumped and two didn&quotechart,four,frog,6,without,1,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
2,one_slider,There were two hippos,two,control1,7,with,0,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
2,one_slider,Two butterflies stayed in the forest,four,butterflies,8,with,1,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
2,one_slider,One dog rolled its ball and the other didn&quotechart.,four,control2,9,with,1,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
2,one_slider,Two lions bought nothing,four,lions,10,without,1,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
2,one_slider,Only two jumped on the book,four,control3,11,with,0,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
2,one_slider,"All of the dinosaurs ate fish, but only two ate bugs",four,dinosaurs,12,with,1,English,2,Female,24,,Yes,,3,Mac,900,1440,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3FTOP5WARGKVBAZTZNCCS24WBJ00JO,2,Submitted,Wed Jan 31 03:25:58 PST 2018,Tue Jan 30 10:37:05 PST 2018,Tue Jan 30 10:45:58 PST 2018,,,,,,[],"""fourwith""",undefined,8.343633333333333
3,one_slider_practice,The smurf bought 2 cars for 2 pennies each.,NA,NA,NA,NA,1,English,2,Male,38,,Yes,Probably testing a bot for speech recognition.,1,Windows,960,2294,Chrome,3CIS7GGG65E0TWROSRA3VAJNY3REU2,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:37:03 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:37:03 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3CIS7GGG65E0TWROSRA3VAJNY3REU2,3LS2AMNW5GMX0EVPWYYWF4C0NH7OQS,3,Submitted,Wed Jan 31 03:26:00 PST 2018,Tue Jan 30 10:37:26 PST 2018,Tue Jan 30 10:46:00 PST 2018,,,,,,[],"""twowith""",undefined,7.91565
